Part Number,Current Noise Density (typ),Analog.com Inventory,# of Amps,GBP (typ),BW -3 dB (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Rail to Rail,Iq/Amp (typ),Vs span (min),Vs span (max),1ku List Price,Package Area,Package
MAX9910,0.000000000000001,2569,1,,200000,0.1,0.001,0.0000004,0.00000000001,Both,0.000004,1.8,5.5,0.59,5.28,5-SC70-N/A
MAX9911,0.000000000000001,85760,1,,200000,0.1,0.001,0.0000004,0.00000000001,Both,0.000004,1.8,5.5,0.59,1.3289,"Wafer-Level Package 3x2 Bump, Full Array Single Chip Package"
MAX9914,0.000000000000001,849,1,,1000000,0.5,0.001,0.00000016,0.00000000001,Both,0.00002,1.8,5.5,0.59,5.28,5-SC70-N/A
MAX9915,0.000000000000001,2,1,,1000000,0.5,0.001,0.00000016,0.00000000001,Both,0.00002,1.8,5.5,0.64,5.28,Single Chip Package
AD8642,0.0000000000000005,2770,2,3500000,,3,0.00075,0.0000000275,0.000000000001,In to V- Output,0.00029,5,26,4.755,31,8-Lead SOIC 8-Lead MSOP
AD8643,0.0000000000000005,417,4,3500000,,3,0.00075,0.0000000275,0.000000000001,In to V- Output,0.00029,5,26,7.77,9,16-Lead LFCSP (3mm x 3mm w/ EP) 14-Lead SOIC
AD8655,0.000000000000001,39572,1,28000000,,11,0.00025,0.0000000027,0.00000000001,Both,0.0045,2.7,5.5,1.50626,31,8-Lead SOIC 8-Lead MSOP
AD8694,0.00000000000005,1381,4,10000000,,5,0.002,0.0000000065,0.000000000001,In to V- Output,0.00105,2.7,5.5,1.845,32.64,14-Lead SOIC 14-Lead TSSOP
ADA4850-1,0.0000000000025,63,1,70000000,175000000,160,0.0042,0.00000001,0.0000042,In to V- Output,0.0025,2.7,6,,9,8-Lead LFCSP (3mm x 3mm w/ EP)
ADA4850-2,0.0000000000025,721,2,70000000,175000000,160,0.0042,0.00000001,0.0000042,In to V- Output,0.0025,2.7,6,,9,16-Lead LFCSP (3mm x 3mm w/ EP)
ADA4851-2,0.0000000000025,3831,2,70000000,105000000,190,0.0035,0.00000001,0.000004,In to V- Output,0.0029,2.7,12,1.44478,,8-Lead MSOP
LT6555,0.0000000000035,23,3,650000000,,2200,0.016,0.000000009,,,0.009,4.5,12.6,4.965,16,24-Lead SSOP (Narrow 0.15 Inch) 24-Lead QFN (4mm x 4mm x 0.75mm w/ EP)
AD8000,0.000000000026,7171,1,,1580000000,4100,0.01,0.0000000016,0.000045,,0.0135,4.5,12,3,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC w/ EP
AD8397,0.0000000000015,19523,2,35000000,69000000,53,0.003,0.0000000045,0.0000009,Output,0.009,3,25.2,4.305,31,8-Lead SOIC 8-Lead SOIC w/ EP
AD8615,0.00000000000005,1208,1,24000000,,12,0.0001,0.000000007,0.000000000001,Both,0.0017,2.7,5.5,1.50626,8.12,5-Lead TSOT
AD8630,0.000000000000005,1651,4,2500000,,1,0.000005,0.000000022,0.0000000003,Both,0.00085,2.7,5.5,5.475,32.64,14-Lead SOIC 14-Lead TSSOP
AD8691,0.00000000000005,19428,1,10000000,,5,0.002,0.0000000065,0.000000000001,In to V- Output,0.00105,2.7,5.5,0.87609,5.28,5-Lead SC70 5-Lead TSOT
ADA4851-4,0.0000000000025,2554,4,70000000,105000000,190,0.0035,0.00000001,0.000004,In to V- Output,0.0029,2.7,12,2.235,32.64,14-Lead TSSOP
LT6557,0.00000000002,138,3,500000000,,2200,0.04,0.000000012,,,0.0225,3,7.5,4.515,15,16-Lead SSOP (Narrow 0.15 Inch) 16-Lead DFN (5mm x 3mm w/ EP)
MAX4030E,,47806,2,,144000000,115,0.026,,0.000001,In to V- Output,0.012,4.5,5,1.18,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4031E,,12598,3,,144000000,115,0.026,,0.000001,In to V- Output,0.012,4.5,5,1.53,33.405,Thin Shrink Small-Outline Package
AD8629,0.000000000000005,6115,2,2500000,,1,0.000005,0.000000022,0.0000000001,Both,0.00085,2.7,5.5,3.06,31,8-Lead SOIC 8-Lead MSOP
AD8641,0.0000000000000005,6558,1,3500000,,3,0.00075,0.0000000275,0.000000000001,In to V- Output,0.00029,5,26,2.595,5.28,5-Lead SC70 8-Lead SOIC
AD8652,0.000000000000004,4757,2,50000000,50000000,41,0.0003,0.0000000045,0.00000000001,Both,0.009,2.7,5.5,3.84,31,8-Lead SOIC 8-Lead MSOP
AD8692,0.00000000000005,7299,2,10000000,,5,0.002,0.0000000065,0.000000000001,In to V- Output,0.00105,2.7,5.5,1.13738,31,8-Lead SOIC 8-Lead MSOP
ADA4851-1,0.0000000000025,21822,1,70000000,105000000,190,0.0035,0.00000001,0.000004,In to V- Output,0.0029,2.7,12,1.0759,9,6-Lead SOT-23
MAX9913,0.000000000000001,56780,2,,200000,0.1,0.001,0.0000004,0.00000000001,Both,0.000004,1.8,5.5,1.04,15.4025,10-MINI_SO-N/A
MAX9917,0.000000000000001,,2,,1000000,0.5,0.001,0.00000016,0.00000000001,Both,0.00002,1.8,5.5,1.04,15.4025,10-MINI_SO-N/A
AD8045,0.000000000003,7871,1,400000000,1000000000,1350,0.001,0.000000003,0.0000063,,0.016,3.3,12,2.805,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC w/ EP
MAX4036,,212881,1,,4000,0.0004,0.002,0.0000005,0.00000000001,Output Only,0.0000008,1.4,3.6,0.91,5.28,5-SC70-N/A
AD8618,0.00000000000005,944,4,24000000,,12,0.00006,0.000000007,0.000000000001,Both,0.002,2.7,5.5,4.41,32.64,14-Lead SOIC 14-Lead TSSOP
LT6013,0.00000000000015,1,1,1600000,,0.2,0.000035,0.0000000095,0.00000000025,Output,0.000145,2.7,40,2.055,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6554,0.0000000000035,21,3,650000000,,2500,0.035,0.00000002,0.00005,,0.008,4,13.2,4.53,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
LTC2055,,12219,2,500000,,0.5,0.000003,0.000000085,0.00000000015,In to V- Output,0.00013,2.7,6,2.94,9,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC2055HV,,12219,2,500000,,0.5,0.000003,0.000000085,0.00000000015,In to V- Output,0.00015,2.7,11,2.94,9,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
AD8616,0.00000000000005,5173,2,24000000,,12,0.00006,0.000000007,0.000000000001,Both,0.0017,2.7,5.5,2.37,31,8-Lead SOIC 8-Lead MSOP
AD8672,0.0000000000003,32878,2,10000000,,4,0.000075,0.0000000028,0.000000012,,0.003,8,36,3.285,31,8-Lead SOIC 8-Lead MSOP
AD8674,0.0000000000003,9928,4,10000000,,4,0.000075,0.0000000028,0.000000012,,0.003,8,36,6.225,32.64,14-Lead SOIC 14-Lead TSSOP
LT6014,0.00000000000015,116,2,1600000,,0.2,0.00006,0.0000000095,0.0000000004,Output,0.000145,2.7,40,3.285,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
MAX4037,,15268,1,,4000,0.0004,0.002,0.0000005,0.00000000001,Output Only,0.0000019,1.4,3.6,1.22,9,6-SOT_23-N/A
MAX4038,,17125,2,,4000,0.0004,0.002,0.0000005,0.00000000001,Output Only,0.0000008,1.4,3.6,1.44,9.61,"9-WLCSP-N/A Thin Dual Flatpack No Leads, Exposed Pad Micro-MAX, Thin Shrink Small-Outline"
MAX4039,,4983,2,,4000,0.0004,0.002,0.0000005,0.00000000001,Output Only,0.0000014,1.4,3.6,1.63,15.4025,9-WLCSP-N/A 10-MINI_SO-N/A
AD8040,0.0000000000011,4366,4,45000000,125000000,62,0.005,0.0000000165,0.0000028,Both,0.0014,2.7,12,3.075,32.64,14-Lead SOIC 14-Lead TSSOP
AD8099,0.0000000000026,46382,1,3800000000,510000000,470,0.0005,0.00000000095,0.000013,,0.015,5,12,3.72,9,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC w/ EP
AD8513,0.00000000000001,9919,4,8000000,,20,0.0004,0.0000000076,0.00000000008,,0.0025,9,30,7.2,32.64,14-Lead SOIC 14-Lead TSSOP
AD8607,0.00000000000005,2458,2,316000,,0.1,0.0003,0.000000022,0.000000000001,Both,0.00005,1.8,5,2.13,31,8-Lead SOIC 8-Lead MSOP
AD8609,0.00000000000005,1705,4,316000,,0.1,0.0003,0.000000022,0.000000000001,Both,0.00004,1.8,5,3.72,32.64,14-Lead SOIC 14-Lead TSSOP
AD8625,0.0000000000000004,2790,4,5000000,,5,0.00075,0.000000016,0.000000000001,In to V- Output,0.00085,5,26,8.04,32.64,14-Lead SOIC 14-Lead TSSOP
AD8626,0.0000000000000004,23346,2,5000000,,5,0.00075,0.000000016,0.000000000001,In to V- Output,0.00085,5,26,4.83,31,8-Lead SOIC 8-Lead MSOP
AD8651,0.000000000000004,5873,1,50000000,50000000,41,0.00035,0.0000000045,0.00000000001,Both,0.009,2.7,5.5,2.265,31,8-Lead SOIC 8-Lead MSOP
LT6010,0.0000000000001,667,1,330000,,0.09,0.000035,0.000000014,0.00000000011,Output,0.000135,2.7,40,2.235,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6205,0.000000000004,463,1,100000000,,600,0.0045,0.000000009,0.00003,In to V- Output,0.004,3,12.6,1.59,8.12,5-Lead TSOT-23
LT6207,0.000000000004,124,4,100000000,,600,0.0045,0.000000009,0.00003,In to V- Output,0.004,3,12.6,2.835,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
LT6230,0.000000000001,5,1,215000000,,70,0.0005,0.0000000011,0.00001,Output,0.0033,3,12.6,2.25,8.12,6-Lead TSOT-23
LT6230-10,0.000000000001,5,1,1450000000,,250,0.0005,0.0000000011,0.00001,Output,0.0033,3,12.6,2.25,8.12,6-Lead TSOT-23
LT6231,0.000000000001,1359,2,215000000,,70,0.00035,0.0000000011,0.00001,Output,0.0033,3,12.6,3.54,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6232,0.000000000001,232,4,215000000,,70,0.00035,0.0000000011,0.00001,Output,0.0033,3,12.6,5.94,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
LT6233,0.00000000000043,3351,1,60000000,,15,0.0005,0.0000000019,0.000003,Output,0.00115,3,12.6,2.595,8.12,6-Lead TSOT-23
LT6233-10,0.00000000000043,3351,1,375000000,,80,0.0005,0.0000000019,0.000003,Output,0.00115,3,12.6,2.595,8.12,6-Lead TSOT-23
LT6234,0.00000000000043,872,2,60000000,,17,0.00035,0.0000000019,0.000003,Output,0.00115,3,12.6,4.425,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6235,0.00000000000043,485,4,60000000,,17,0.00035,0.0000000019,0.000003,Output,0.00115,3,12.6,7.425,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
LT6553,0.000000000004,500,3,650000000,,2500,0.01,0.000000009,0.00005,,0.008,4,13.2,4.53,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
AD8028,0.0000000000016,9795,2,190000000,190000000,100,0.0009,0.0000000043,0.000011,Both,0.0065,2.7,12,3.645,15.965,CHIPS OR DIE 8-Lead SOIC 10-Lead MSOP
AD8029,0.0000000000011,1026,1,45000000,125000000,63,0.005,0.0000000165,0.0000028,Both,0.0014,2.7,12,1.53,5.28,6-Lead SC70 8-Lead SOIC
AD8030,0.0000000000011,2338,2,45000000,125000000,63,0.005,0.0000000165,0.0000028,Both,0.0014,2.7,12,2.13,9,8-Lead SOIC 8-Lead SOT-23
AD8603,0.00000000000005,1454,1,316000,,0.1,0.0003,0.000000022,0.000000000001,Both,0.00005,1.8,5,1.35256,8.12,5-Lead TSOT
AD8671,0.0000000000003,6419,1,10000000,,4,0.000075,0.0000000028,0.000000012,,0.003,8,36,2.115,31,8-Lead SOIC 8-Lead MSOP
LT1803,0.0000000000025,1,1,83000000,,100,0.002,0.000000021,0.00000075,Both,0.0027,2.3,12.6,2.325,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
LT6012,0.0000000000001,0,4,330000,,0.09,0.00006,0.000000014,0.0000000003,Output,0.000135,2.4,40,5.31,30.85364,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LT6210,0.0000000000045,0,1,,200000000,700,0.006,0.0000000065,,Output,0.0058,3,13.2,2.145,8.12,6-Lead TSOT-23
LT6220,0.0000000000008,2012,1,60000000,,20,0.00035,0.00000001,0.00000015,Both,0.0009,2.2,12.6,2.145,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
LT6221,0.0000000000008,945,2,60000000,,20,0.00035,0.00000001,0.00000015,Both,0.0009,2.2,12.6,3.375,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6222,0.0000000000008,320,4,60000000,,20,0.00035,0.00000001,0.00000015,Both,0.0009,2.2,12.6,5.31,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
LT6552,0.0000000000007,3007,1,75000000,,600,0.02,0.000000055,0.00005,Output,0.0125,3,12.6,2.055,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1804,0.0000000000025,0,2,83000000,,100,0.002,0.000000021,0.00000075,Both,0.0027,2.3,12.6,3.54,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1805,0.0000000000025,0,4,85000000,,100,0.002,0.000000021,0.00000075,Both,0.0027,2.3,12.6,6.285,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT6011,0.0000000000001,15788,2,330000,,0.09,0.00006,0.000000014,0.0000000003,Output,0.000135,2.4,40,3.015,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6206,0.000000000004,146,2,100000000,,600,0.0045,0.000000009,0.00003,In to V- Output,0.004,3,12.6,1.965,14.7,8-Lead MSOP
AD8027,0.0000000000016,9822,1,190000000,190000000,100,0.0009,0.0000000043,0.000011,Both,0.0065,2.7,12,2.115,9,8-Lead SOIC 6-Lead SOT-23
AD8627,0.0000000000000004,7703,1,5000000,,5,0.00075,0.000000016,0.000000000001,In to V- Output,0.00085,5,26,2.82,5.28,5-Lead SC70 8-Lead SOIC
LT1678,0.0000000000003,85,2,20000000,,6,0.0001,0.0000000039,0.00000002,Both,0.002,3,36,4.53,31.00979,8-Lead SOIC (Narrow 0.15 Inch)
LT1679,0.0000000000003,0,4,20000000,,6,0.0001,0.0000000039,0.00000002,Both,0.002,3,36,6.9,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT6211,0.0000000000045,143,2,,200000000,700,0.006,0.0000000065,,Output,0.0058,3,13.2,2.94,9,10-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LTC2054,,4618,1,500000,,0.5,0.000003,0.000000085,0.00000000015,In to V- Output,0.00014,2.7,6,1.8,8.12,5-Lead TSOT-23
LTC2054HV,,4618,1,500000,,0.5,0.000003,0.000000085,0.00000000015,In to V- Output,0.000175,2.7,11,1.8,8.12,5-Lead TSOT-23
AD8067,0.0000000000000006,0,1,200000000,54000000,640,0.001,0.0000000066,0.000000000005,In to V- Output,0.007,5,24,3.345,9,5-Lead SOT-23
AD8608,0.00000000000001,41002,4,10000000,,5,0.000075,0.0000000065,0.000000000001,Both,0.0012,2.7,5,3.675,32.64,CHIPS OR DIE 14-Lead SOIC 14-Lead TSSOP
LT1218,0.00000000000009,326,1,300000,,0.1,0.00009,0.000000033,0.00000007,Both,0.00037,2,36,7.62,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1219,0.00000000000009,69,1,150000,,0.05,0.00009,0.000000033,0.00000007,Both,0.00037,2,36,8.04,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1818,0.0000000000012,718,1,400000000,,2500,0.0015,0.000000006,0.000008,,0.009,3.5,12.6,1.71,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
AD8008,0.0000000000225,14,2,,500000000,1000,0.004,0.0000000027,0.000008,,0.009,5,12,4.2,31,8-Lead SOIC 8-Lead MSOP
AD8033,0.0000000000000007,9206,1,45000000,80000000,80,0.002,0.000000011,0.000000000011,In to V- Output,0.0033,5,24,1.995,5.28,5-Lead SC70 8-Lead SOIC
AD8066,0.0000000000000006,13101,2,145000000,120000000,180,0.0015,0.000000007,0.000000000006,In to V- Output,0.0074,5,24,4.41,31,8-Lead SOIC 8-Lead MSOP
AD8510,0.00000000000001,32473,1,8000000,,20,0.0004,0.0000000076,0.00000000008,,0.0025,9,30,2.055,31,8-Lead SOIC 8-Lead MSOP
AD8515,0.00000000000005,0,1,5000000,,2.7,0.006,0.00000002,0.00000000003,Both,0.0005,1.8,5,0.5406,5.28,5-Lead SC70 5-Lead SOT-23
AD8605,0.00000000000001,23354,1,10000000,,5,0.000065,0.0000000065,0.000000000001,Both,0.0012,2.7,5,1.3833,1.2502,5-Ball WLCSP (0.9mm x 1.29mm x 0.55mm) 5-Lead SOT-23
LT1819,0.0000000000012,5469,2,400000000,,2500,0.0015,0.000000006,0.000008,,0.009,3.5,12.6,2.94,14.7,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT6200,0.0000000000022,1410,1,165000000,,44,0.004,0.00000000095,0.00004,Both,0.02,2.5,12.6,2.685,8.12,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23
LT6200-10,0.0000000000022,1410,1,1450000000,,340,0.004,0.00000000095,0.00004,Both,0.02,2.5,12.6,2.685,8.12,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23
LT6200-5,0.0000000000022,1410,1,750000000,,210,0.004,0.00000000095,0.00004,Both,0.02,2.5,12.6,2.685,8.12,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23
LT6202,0.00000000000075,2929,1,100000000,,25,0.0005,0.0000000019,0.000007,Both,0.0028,2.5,12.6,2.67,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
LT6203,0.00000000000075,13072,2,100000000,,25,0.0005,0.0000000019,0.000007,Both,0.0028,2.5,12.6,4.425,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT6204,0.00000000000075,0,4,100000000,,25,0.0005,0.0000000019,0.000007,Both,0.0028,2.5,12.6,8.055,30.85364,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LT6550,0.000000000008,40,3,110000000,,340,0.035,0.000000012,0.000065,In to V- Output,0.0095,3,12.6,3.195,14.7,10-Lead MSOP
LT6551,0.000000000008,119,4,110000000,,340,0.035,0.000000012,0.000065,In to V- Output,0.0095,3,12.6,3.54,14.7,10-Lead MSOP
AD8007,0.0000000000225,1939,1,,500000000,1000,0.004,0.0000000027,0.000006,,0.009,5,12,2.34,5.28,5-Lead SC70 8-Lead SOIC
AD8034,0.0000000000000007,24841,2,45000000,80000000,80,0.002,0.000000011,0.000000000011,In to V- Output,0.0033,5,24,3.135,9,8-Lead SOIC 8-Lead SOT-23 CHIPS OR DIE
AD8038,0.0000000000006,28993,1,100000000,350000000,425,0.003,0.000000008,0.00000075,,0.001,3,12,1.53,5.28,5-Lead SC70 8-Lead SOIC
AD8065,0.0000000000000006,35564,1,145000000,145000000,180,0.0015,0.000000007,0.000000000006,In to V- Output,0.0074,5,24,2.835,9,CHIPS OR DIE 8-Lead SOIC 5-Lead SOT-23
AD8091,0.0000000000006,7007,1,50000000,110000000,170,0.011,0.000000016,0.0000026,In to V- Output,0.0055,3,12,1.33719,9,8-Lead SOIC 5-Lead SOT-23
AD8092,0.0000000000009,2311,2,50000000,110000000,170,0.011,0.000000016,0.0000026,In to V- Output,0.0048,3,12,1.695,31,8-Lead SOIC 8-Lead MSOP
AD8606,0.00000000000001,24375,2,10000000,,5,0.000065,0.0000000065,0.000000000001,Both,0.0012,2.7,5,2.52,2.701,8-Ball WLCSP (1.43mm x 1.775mm) 8-Lead SOIC 8-Lead MSOP
AD8620,0.000000000000005,18596,2,25000000,,60,0.00015,0.000000006,0.00000000001,,0.0035,10,26,14.415,31,8-Lead SOIC
AD8628,0.000000000000005,3217,1,2500000,,1,0.000005,0.000000022,0.0000000001,Both,0.00085,2.7,5.5,1.77,8.12,8-Lead SOIC 5-Lead SOT-23 5-Lead TSOT
LT1722,0.0000000000012,88,1,200000000,,70,0.0004,0.0000000038,0.0000003,,0.0037,4.6,12.6,1.59,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
LT1723,0.0000000000012,2,2,200000000,,70,0.0004,0.0000000038,0.0000003,,0.0037,4.6,12.6,2.13,14.7,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT1724,0.0000000000012,0,4,200000000,,70,0.0004,0.0000000038,0.0000003,,0.0037,4.6,12.6,4.755,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT1801,0.000000000001,130,2,80000000,,25,0.00035,0.0000000085,0.00000025,Both,0.0016,2.3,12.6,3.54,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1802,0.000000000001,216,4,80000000,,25,0.00035,0.0000000085,0.00000025,Both,0.0016,2.3,12.6,6.285,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT1970,0.000000000003,0,1,3600000,,1.6,0.0006,0.000000015,,,0.007,5,36,8.955,42.24,20-Lead TSSOP w/ EP
MAX4238,0.000000000000001,31798,1,,1000000,,0.000002,0.000000025,0.00000000001,Output Only,0.0006,2.7,5.5,1.16,9,"Small-Outline IC, Narrow (0.15in) Thin Dual Flatpack No Leads, Exposed Pad 6-SOT_23-N/A"
MAX4239,0.000000000000001,22333,1,,6500000,,0.000002,0.000000025,0.00000000001,Output Only,0.0006,2.7,5.5,1.14,9,"Small-Outline IC, Narrow (0.15in) Thin Dual Flatpack No Leads, Exposed Pad 6-SOT_23-N/A"
MAX4385E,0.000000000002,,1,,230000000,450,0.028,0.0000000115,0.00002,Output,0.0055,4.5,5.5,1.42,9,5-SOT_23-N/A
MAX4386E,0.000000000002,4,4,,230000000,450,0.028,0.0000000115,0.00002,Output,0.0055,4.5,5.5,3.17,54.25,"Small-Outline IC, Narrow (0.15in)"
OP4177,0.0000000000002,21388,4,1300000,,0.7,0.000075,0.0000000079,0.000000002,,0.0005,5,30,7.665,32.64,14-Lead SOIC 14-Lead TSSOP
AD8039,0.0000000000006,20292,2,100000000,350000000,425,0.003,0.000000008,0.00000075,,0.001,3,12,2.13,9,8-Lead SOIC 8-Lead SOT-23
AD8512,0.00000000000001,49231,2,8000000,,20,0.0004,0.0000000076,0.00000000008,,0.0025,9,30,2.97,31,8-Lead SOIC 8-Lead MSOP
LT6201,0.0000000000022,76,2,165000000,,50,0.004,0.00000000095,0.00004,Both,0.02,2.5,12.6,6.555,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
MAX4091,0.0000000000015,2480,1,,500000,0.2,0.0014,0.000000012,0.00000018,Both,0.000115,2.7,6,1.43,9,"Small-Outline IC, Narrow (0.15in) 5-SOT_23-N/A"
MAX4092,0.0000000000015,2478,2,,500000,0.2,0.0014,0.000000012,0.00000018,Both,0.000115,2.7,6,1.12,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4094,0.0000000000015,,4,,500000,0.2,0.0014,0.000000012,0.00000018,Both,0.000115,2.7,6,2.03,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4232,,3033,2,,10000000,10,0.006,0.000000012,0.00000000005,Both,0.0011,2.7,5.5,0.74,9,"8-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline N/A"
MAX4234,,8063,4,,10000000,10,0.006,0.000000012,0.00000000005,Both,0.0011,2.7,5.5,1.53,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4289,,33770,1,,17000,,0.002,,0.000000015,Output Only,0.000009,1,5.5,1.27,9,"Small-Outline IC, Narrow (0.15in) Small-Outline Transistor Package"
MAX4389,0.0000000000021,69632,1,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,1.17,5.28,Small-Outline Transistor Package Single Chip Package
MAX4390,0.0000000000021,23205,1,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,0.94,5.28,5-SOT_23-N/A Single Chip Package
MAX4392,0.0000000000021,12353,2,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,1.24,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4393,0.0000000000021,1287,2,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,1.33,15.4025,10-MINI_SO-N/A
MAX4394,0.0000000000021,7359,3,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,1.62,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4395,0.0000000000021,12348,4,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,1.84,33.405,"Small-Outline IC, Narrow (0.15in) Thin Shrink Small-Outline Package"
MAX4396,0.0000000000021,3564,4,,85000000,500,0.026,0.000000013,0.000015,Output,0.006,4.5,11,2,45.195,Thin Shrink Small-Outline Package
AD8565,0.0000000000008,23459,1,5000000,,6,0.01,0.000000025,0.0000006,Both,0.00085,4,17,1.0759,5.28,5-Lead SC70
AD8566,0.0000000000008,65682,2,5000000,,6,0.01,0.000000025,0.0000006,Both,0.00085,4,17,1.27571,,8-Lead MSOP
AD8610,0.000000000000005,4073,1,25000000,,60,0.0001,0.000000006,0.00000000001,,0.0035,10,26,6.63,31,8-Lead SOIC 8-Lead MSOP
LT1739,0.0000000000008,0,2,200000000,200000000,600,0.005,0.000000008,0.000004,,0.01,8,27,6.375,12,20-Lead TSSOP w/ EP 12-Lead DFN (4mm x 3mm w/ EP)
LT1800,0.000000000001,0,1,80000000,,25,0.00035,0.0000000085,0.00000025,Both,0.0016,2.3,12.6,2.325,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23
LT1816,0.0000000000013,39,2,220000000,350000000,1500,0.0015,0.000000006,0.000008,,0.0065,2.5,12.6,2.76,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1817,0.0000000000013,19,4,220000000,350000000,1500,0.0015,0.000000006,0.000008,,0.0065,2.5,12.6,3.72,30.85364,14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LT6300,0.0000000000008,0,2,200000000,200000000,600,0.005,0.000000008,0.000004,,0.01,8,27,5.13,30.85364,16-Lead SSOP (Narrow 0.15 Inch)
MAX4230,,16479,1,,10000000,10,0.006,0.000000012,0.00000000005,Both,0.0011,2.7,5.5,0.71,5.28,5-SOT_23-N/A 5-SC70-N/A
